Date	Time	Temperature (C)	Heater Status	Heater On/Off Set	Temperature Set (C)
11/11/2016	5:15:18 PM	34.50	1	1	35
11/11/2016	5:15:19 PM	34.50	1	1	35
11/11/2016	5:15:20 PM	34.25	1	1	35
11/11/2016	5:15:21 PM	34.25	1	1	35
11/11/2016	5:15:23 PM	34.00	1	1	35
11/11/2016	5:15:24 PM	34.00	1	1	35
11/11/2016	5:15:25 PM	34.00	1	1	35
11/11/2016	5:15:26 PM	34.00	1	1	35
11/11/2016	5:15:27 PM	34.00	1	1	35
11/11/2016	5:15:29 PM	34.00	1	1	35
11/11/2016	5:15:30 PM	34.00	1	1	35
11/11/2016	5:15:31 PM	34.00	1	1	35
11/11/2016	5:15:32 PM	34.25	1	1	35
11/11/2016	5:15:33 PM	34.25	1	1	35
11/11/2016	5:15:35 PM	34.25	1	1	35
